"index"	"Unnamed: 0"	"Unnamed: 1"	"Unnamed: 2"	"区分"	"入札公告（現在募集中）"	"備考"	"落札情報（過去）"	"備考.1"
2574	"地方防衛局"	"沖縄防衛支局"		"常続的公示"	"https://tinyurl.com/25db3swx"			
2575	"地方防衛局"	"沖縄防衛支局"		"公募情報"	"https://tinyurl.com/25db3swx"			
2576	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/25db3swx"	"総合評価落札方式による一般競争入札に係る入札結果"
2577	"地方防衛局"	"沖縄防衛支局"		"オープンカウンター"	"https://tinyurl.com/22ndun3e"	"Excel"		
2578	"地方防衛局"	"沖縄防衛支局"						
2579	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2bg3p3g2"	"(R6)4月：公共工事（競争）：PDF"
2580	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/27q35na2"	"(R6)5月：公共工事（競争）：PDF"
2581	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2ay8jtav"	"(R6)6月：公共工事（競争）：PDF"
2582	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2ay8jtav"	"(R6)7月：公共工事（競争）：PDF"
2583	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/28c25s4h"	"(R6)8月：公共工事（競争）：PDF"
2584	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/224gmuyy"	"(R6)9月：公共工事（競争）：PDF"
2585	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/259mdlas"	"(R6)10月：公共工事（競争）：PDF"
2586	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2bdka7vg"	"(R6)11月：公共工事（競争）：PDF"
2587	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)12月：公共工事（競争）：PDF"
2588	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)1月：公共工事（競争）：PDF"
2589	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)2月：公共工事（競争）：PDF"
2590	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)3月：公共工事（競争）：PDF"
2591	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2c7dgdlq"	"(R5)4月：公共工事（競争）：PDF"
2592	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/28f6rwpr"	"(R5)5月：公共工事（競争）：PDF"
2593	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/253b2nze"	"(R5)6月：公共工事（競争）：PDF"
2594	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2arjwaqg"	"(R5)7月：公共工事（競争）：PDF"
2595	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/29spzlng"	"(R5)8月：公共工事（競争）：PDF"
2596	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/28ftrklk"	"(R5)9月：公共工事（競争）：PDF"
2597	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/28pw9kex"	"(R5)10月：公共工事（競争）：PDF"
2598	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2a44e85v"	"(R5)11月：公共工事（競争）：PDF"
2599	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/24qeqvv8"	"(R5)12月：公共工事（競争）：PDF"
2600	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/24d58jk7"	"(R5)1月：公共工事（競争）：PDF"
2601	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2bgejhp6"	"(R5)2月：公共工事（競争）：PDF"
2602	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/28otyabp"	"(R5)3月：公共工事（競争）：PDF"
2603	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2cz9y5cj"	"(R6)4月：公共工事（随契）：PDF"
2604	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/23slx29d"	"(R6)5月：公共工事（随契）：PDF"
2605	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/255urwtc"	"(R6)6月：公共工事（随契）：PDF"
2606	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2by228qq"	"(R6)7月：公共工事（随契）：PDF"
2607	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2ymnrs52"	"(R6)8月：公共工事（随契）：PDF"
2608	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/234vczkk"	"(R6)9月：公共工事（随契）：PDF"
2609	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/25u8mplt"	"(R6)10月：公共工事（随契）：PDF"
2610	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/23phjspn"	"(R6)11月：公共工事（随契）：PDF"
2611	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)12月：公共工事（随契）：PDF"
2612	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)1月：公共工事（随契）：PDF"
2613	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)2月：公共工事（随契）：PDF"
2614	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)3月：公共工事（随契）：PDF"
2615	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/26f9fzqj"	"(R5)4月：公共工事（随契）：PDF"
2616	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/26rjabjg"	"(R5)5月：公共工事（随契）：PDF"
2617	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2yvr6abm"	"(R5)6月：公共工事（随契）：PDF"
2618	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/26bkb59e"	"(R5)7月：公共工事（随契）：PDF"
2619	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2xrkvxak"	"(R5)8月：公共工事（随契）：PDF"
2620	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2bca4wcr"	"(R5)9月：公共工事（随契）：PDF"
2621	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2y37htwj"	"(R5)10月：公共工事（随契）：PDF"
2622	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/27nlecbk"	"(R5)11月：公共工事（随契）：PDF"
2623	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2bdrarqq"	"(R5)12月：公共工事（随契）：PDF"
2624	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2yrq3wvk"	"(R5)1月：公共工事（随契）：PDF"
2625	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/29ayttyt"	"(R5)2月：公共工事（随契）：PDF"
2626	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2c57jsgl"	"(R5)3月：公共工事（随契）：PDF"
2627	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2czcvl59"	"(R6)4月：物品役務（競争）：PDF"
2628	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/23slx29d"	"(R6)5月：物品役務（競争）：PDF"
2629	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/255urwtc"	"(R6)6月：物品役務（競争）：PDF"
2630	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2by228qq"	"(R6)7月：物品役務（競争）：PDF"
2631	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/2ymnrs52"	"(R6)8月：物品役務（競争）：PDF"
2632	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/234vczkk"	"(R6)9月：物品役務（競争）：PDF"
2633	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/25u8mplt"	"(R6)10月：物品役務（競争）：PDF"
2634	"地方防衛局"	"沖縄防衛支局"					"https://tinyurl.com/23phjspn"	"(R6)11月：物品役務（競争）：PDF"
2635	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)12月：物品役務（競争）：PDF"
2636	"地方防衛局"	"沖縄防衛支局"					"記載なし"	"(R6)1月：物品役務（競争）：PDF"
