"index"	"Unnamed: 0"	"Unnamed: 1"	"Unnamed: 2"	"区分"	"入札公告（現在募集中）"	"備考"	"落札情報（過去）"	"備考.1"
644	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2d67qlap"	"（R4)契約に係わる情報の公表：競争入札（物品役務）10月分：PDF"
645	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2d8vwrys"	"（R4)契約に係わる情報の公表：競争入札（物品役務）9月分：PDF"
646	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2cnhm7rx"	"（R4)契約に係わる情報の公表：競争入札（物品役務）8月分：PDF"
647	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2ako2mo6"	"（R4)契約に係わる情報の公表：競争入札（物品役務）7月分：PDF"
648	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/24a93gke"	"（R4)契約に係わる情報の公表：競争入札（物品役務）6月分：PDF"
649	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/235wag28"	"（R4)契約に係わる情報の公表：競争入札（物品役務）5月分：PDF"
650	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/24qpp8h3"	"（R4)契約に係わる情報の公表：競争入札（物品役務）4月分：PDF"
651	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2775k62t"	"（R4)契約に係わる情報の公表：随意契約（物品役務）3月分：PDF"
652	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2aobeog9"	"（R4)契約に係わる情報の公表：随意契約（物品役務）2月分：PDF"
653	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/27k834cm"	"（R4)契約に係わる情報の公表：随意契約（物品役務）1月分：PDF"
654	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2d66ufeo"	"（R4)契約に係わる情報の公表：随意契約（物品役務）12月分：PDF"
655	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/29z27hrs"	"（R4)契約に係わる情報の公表：随意契約（物品役務）11月分：PDF"
656	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/25qs9nhx"	"（R4)契約に係わる情報の公表：随意契約（物品役務）10月分：PDF"
657	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2acatav6"	"（R4)契約に係わる情報の公表：随意契約（物品役務）9月分：PDF"
658	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/293cmtp8"	"（R4)契約に係わる情報の公表：随意契約（物品役務）8月分：PDF"
659	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/23t6fcbx"	"（R4)契約に係わる情報の公表：随意契約（物品役務）7月分：PDF"
660	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/23qv6def"	"（R4)契約に係わる情報の公表：随意契約（物品役務）6月分：PDF"
661	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/2b37j8l7"	"（R4)契約に係わる情報の公表：随意契約（物品役務）5月分：PDF"
662	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/22pjlwlk"	"（R4)契約に係わる情報の公表随意契約（物品役務）4月分：PDF"
663	"地方防衛局"	"東北防衛局"					"https://tinyurl.com/25g4xclz"	"（R3)契約に係わる情報の公表：競争入札（公共工事）3月分：EXCEL"
664	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）2月分：EXCEL"
665	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）1月分：EXCEL"
666	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）12月分：EXCEL"
667	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）11月分：EXCEL"
668	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）10月分：EXCEL"
669	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）9月分：EXCEL"
670	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）8月分：EXCEL"
671	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）7月分：EXCEL"
672	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）6月分：EXCEL"
673	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）5月分：EXCEL"
674	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：競争入札（公共工事）4月分：EXCEL"
675	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：随意契約（公共工事）3月分：EXCEL"
676	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：随意契約（公共工事）2月分：EXCEL"
677	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：随意契約（公共工事）1月分：EXCEL"
678	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：随意契約（公共工事）12月分：EXCEL"
679	"地方防衛局"	"東北防衛局"					"〃"	"（R3)契約に係わる情報の公表：随意契約（公共工事）11月分：EXCEL"
